"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"63760485","2025-01-14T21:55:27.000","2025-01-14T21:56:21.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","10013","21 VARICK STREET","VARICK STREET","NORTH MOORE STREET","BEACH STREET","NORTH MOORE STREET","BEACH STREET","ADDRESS","NEW YORK","VARICK STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-14T21:56:23.000","01 MANHATTAN","1001900033","MANHATTAN","982381","201673","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.72022232343317","-74.00674250402294","
,  
(40.72022232343317, -74.00674250402294)"
"63761642","2025-01-14T21:55:19.000","2025-01-14T21:58:33.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11220","252 WAKEMAN PLACE","WAKEMAN PLACE","RIDGE BOULEVARD","3 AVENUE","RIDGE BOULEVARD","3 AVENUE","ADDRESS","BROOKLYN","WAKEMAN PLACE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-01-14T21:58:36.000","10 BROOKLYN","3058410029","BROOKLYN","977124","171961","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.63866695420208","-74.02567595609386","
,  
(40.63866695420208, -74.02567595609386)"
"63770333","2025-01-14T21:55:18.000","2025-01-14T22:08:35.000","NYPD","New York City Police Department","Blocked Driveway","Partial Access","Street/Sidewalk","11206","107 FORREST STREET","FORREST STREET","CENTRAL AVENUE","FLUSHING AVENUE","CENTRAL AVENUE","FLUSHING AVENUE","ADDRESS","BROOKLYN","FORREST STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-01-14T22:08:38.000","04 BROOKLYN","3031440015","BROOKLYN","1003044","195424","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.70305054382969","-73.93221723256663","
,  
(40.70305054382969, -73.93221723256663)"
"63765369","2025-01-14T21:55:12.000",,"DOHMH","Department of Health and Mental Hygiene","Indoor Air Quality","Chemical Vapors/Gases/Odors","Other (Explain Below)","10452","1075 GRAND CONCOURSE","GRAND CONCOURSE","EAST  165 STREET","EAST  166 STREET","EAST  165 STREET","EAST  166 STREET","ADDRESS","BRONX","GRAND CONCOURSE",,"In Progress",,,,"04 BRONX","2024720011","BRONX","1006344","242206","PHONE","Unspecified","BRONX",,,,,,,,"40.831447302010204","-73.92016162115374","
,  
(40.831447302010204, -73.92016162115374)"
"63761445","2025-01-14T21:54:58.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10460","1110 WYATT STREET","WYATT STREET","DEVOE AVENUE","BRONX PARK AVENUE","DEVOE AVENUE","BRONX PARK AVENUE","ADDRESS","BRONX","WYATT STREET",,"In Progress",,,"2025-01-15T01:48:22.000","06 BRONX","2039060001","BRONX","1018201","245083","MOBILE","Unspecified","BRONX",,,,,,,,"40.83930620730105","-73.8773009180668","
,  
(40.83930620730105, -73.8773009180668)"
"63763785","2025-01-14T21:54:41.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10470","707 EAST  242 STREET","EAST  242 STREET",,,,,"ADDRESS","BRONX",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-01-14T00:00:00.000","12 BRONX","2051150024","BRONX","1025983","269265","MOBILE","Unspecified","BRONX",,,,,,,,"40.905644928726716","-73.84902615882892","
,  
(40.905644928726716, -73.84902615882892)"
"63768870","2025-01-14T21:54:38.000","2025-01-14T22:25:51.000","NYPD","New York City Police Department","Non-Emergency Police Matter","Trespassing","Residential Building/House","10452","124 FEATHERBED LANE","FEATHERBED LANE","NELSON AVENUE","PLIMPTON AVENUE","NELSON AVENUE","PLIMPTON AVENUE","ADDRESS","BRONX","FEATHERBED LANE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-01-14T22:25:55.000","05 BRONX","2028740097","BRONX","1006380","247554","ONLINE","Unspecified","BRONX",,,,,,,,"40.84612591172462","-73.92001388617234","
,  
(40.84612591172462, -73.92001388617234)"
"63762837","2025-01-14T21:54:37.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10457","4215 PARK AVENUE","PARK AVENUE","EAST TREMONT AVENUE","EAST  178 STREET","EAST TREMONT AVENUE","EAST  178 STREET","ADDRESS","BRONX","PARK AVENUE",,"In Progress",,,"2025-01-15T02:12:14.000","06 BRONX","2030277501","BRONX","1012131","248193","MOBILE","Unspecified","BRONX",,,,,,,,"40.847863491304004","-73.89922497624548","
,  
(40.847863491304004, -73.89922497624548)"
"63766849","2025-01-14T21:54:14.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11223","2034 WEST    4 STREET","WEST    4 STREET","AVENUE T","AVENUE U","AVENUE T","AVENUE U","ADDRESS","BROOKLYN","WEST    4 STREET",,"In Progress",,,"2025-01-15T02:02:57.000","11 BROOKLYN","3071010023","BROOKLYN","990955","157177","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.598088276007445","-73.97585564704232","
,  
(40.598088276007445, -73.97585564704232)"
"63766351","2025-01-14T21:54:04.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","11238","19 JEFFERSON AVENUE","JEFFERSON AVENUE",,,,,"ADDRESS","BROOKLYN",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","03 BROOKLYN","3019950032","BROOKLYN","996254","187941","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.68252325736473","-73.95671949413554","
,  
(40.68252325736473, -73.95671949413554)"
"63762035","2025-01-14T21:53:51.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","11375","105-40 62 ROAD","62 ROAD",,,,,"ADDRESS","FOREST HILLS",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","06 QUEENS","4021440015","QUEENS","1024930","207364","PHONE","Unspecified","QUEENS",,,,,,,,"40.73574937484077","-73.8532107502099","
,  
(40.73574937484077, -73.8532107502099)"
"63769525","2025-01-14T21:53:50.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10040","27 SICKLES STREET","SICKLES STREET","NAGLE AVENUE","SHERMAN AVENUE","NAGLE AVENUE","SHERMAN AVENUE","ADDRESS","NEW YORK","SICKLES STREET",,"In Progress",,,,"12 MANHATTAN","1021740145","MANHATTAN","1004247","253063","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.86125155997211","-73.92770691106014","
,  
(40.86125155997211, -73.92770691106014)"
"63764502","2025-01-14T21:53:41.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","APARTMENT ONLY","RESIDENTIAL BUILDING","11423","191-11 WOODHULL AVENUE","WOODHULL AVENUE",,,,,"ADDRESS","HOLLIS",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","12 QUEENS","4108200083","QUEENS","1048685","198283","MOBILE","Unspecified","QUEENS",,,,,,,,"40.710683154626665","-73.7675807479866","
,  
(40.710683154626665, -73.7675807479866)"
"63766100","2025-01-14T21:53:33.000",,"NYPD","New York City Police Department","Illegal Parking","License Plate Obscured","Street/Sidewalk","10470","4202 ONEIDA AVENUE","ONEIDA AVENUE","EAST  233 STREET","EAST  235 STREET","EAST  233 STREET","EAST  235 STREET","ADDRESS","BRONX","ONEIDA AVENUE",,"In Progress",,,"2025-01-15T01:50:22.000","12 BRONX","2033690045","BRONX","1019519","265882","ONLINE","Unspecified","BRONX",,,,,,,,"40.8963879001525","-73.87242819612707","
,  
(40.8963879001525, -73.87242819612707)"
"63762579","2025-01-14T21:53:32.000",,"HPD","Department of Housing Preservation and Development","WATER LEAK","SLOW LEAK","RESIDENTIAL BUILDING","10458","400 EAST  187 STREET","EAST  187 STREET",,,,,"ADDRESS","BRONX",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","06 BRONX","2030310040","BRONX","1013624","252148","PHONE","Unspecified","BRONX",,,,,,,,"40.8587139413759","-73.89381124923521","
,  
(40.8587139413759, -73.89381124923521)"
"63761689","2025-01-14T21:53:27.000","2025-01-14T22:38:48.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11435","95-08 147 PLACE","147 PLACE","95 AVENUE","97 AVENUE","95 AVENUE","97 AVENUE","ADDRESS","JAMAICA","147 PLACE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-01-14T22:38:52.000","12 QUEENS","4100270010","QUEENS","1038156","193824","ONLINE","Unspecified","QUEENS",,,,,,,,"40.698514692685684","-73.80559476948645","
,  
(40.698514692685684, -73.80559476948645)"
"63768590","2025-01-14T21:53:25.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","APARTMENT ONLY","RESIDENTIAL BUILDING","11226","1834 CATON AVENUE","CATON AVENUE",,,,,"ADDRESS","BROOKLYN",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-01-14T00:00:00.000","14 BROOKLYN","3050800007","BROOKLYN","994718","176753","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.65181664036495","-73.96227492447909","
,  
(40.65181664036495, -73.96227492447909)"
"63768156","2025-01-14T21:53:16.000",,"NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","10461","1026 VAN NEST AVENUE","VAN NEST AVENUE","PAULDING AVENUE","HONE AVENUE","PAULDING AVENUE","HONE AVENUE","ADDRESS","BRONX","VAN NEST AVENUE",,"In Progress",,,"2025-01-15T02:02:29.000","11 BRONX","2040990002","BRONX","1024591","247988","ONLINE","Unspecified","BRONX",,,,,,,,"40.847252692369494","-73.85418999015994","
,  
(40.847252692369494, -73.85418999015994)"
"63766693","2025-01-14T21:53:00.000","2025-01-14T21:53:00.000","DEP","Department of Environmental Protection","Water System","Dirty Water (WE)",,"10018","350 WEST   37 STREET","WEST   37 STREET","8 AVE","9 AVE",,,"ADDRESS","NEW YORK",,,"Closed",,"The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.","2025-01-14T21:53:00.000","04 MANHATTAN","1007600068","MANHATTAN","986044","214232","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75469368566714","-73.9935247127901","
,  
(40.75469368566714, -73.9935247127901)"
"63763919","2025-01-14T21:53:00.000",,"DEP","Department of Environmental Protection","Noise","Noise: Alarms (NR3)",,"11385","60-41 MYRTLE AVENUE","MYRTLE AVENUE","NORMAN ST","SUMMERFIELD ST",,,"ADDRESS","RIDGEWOOD",,"N/A","Open",,,,"05 QUEENS","4035180031","QUEENS","1012820","194543","ONLINE","Unspecified","QUEENS",,,,,,,,"40.70060624352168","-73.89696270530229","
,  
(40.70060624352168, -73.89696270530229)"
"63761524","2025-01-14T21:53:00.000",,"DEP","Department of Environmental Protection","Water System","Hydrant Leaking (WC1)",,"11238",,,,,"GRAND AVENUE","PUTMAN AVENUE","INTERSECTION","BROOKLYN",,,"Open",,,,"02 BROOKLYN",,"BROOKLYN","994881","188001","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.68268969919866","-73.96166975989463","
,  
(40.68268969919866, -73.96166975989463)"
"63761378","2025-01-14T21:52:56.000",,"NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11230","424 AVENUE L","AVENUE L","EAST    4 STREET","EAST    5 STREET","EAST    4 STREET","EAST    5 STREET","ADDRESS","BROOKLYN","AVENUE L",,"In Progress",,,"2025-01-15T02:01:53.000","12 BROOKLYN","3065400010","BROOKLYN","992144","164860","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.619175555660355","-73.97156514008667","
,  
(40.619175555660355, -73.97156514008667)"
"63769363","2025-01-14T21:52:46.000",,"DOHMH","Department of Health and Mental Hygiene","Non-Residential Heat","Inadequate or No Heat","Building (Non-Residential)","10457","1650 GRAND CONCOURSE","GRAND CONCOURSE","EAST MOUNT EDEN AVENUE","EAST  173 STREET","EAST MOUNT EDEN AVENUE","EAST  173 STREET","ADDRESS","BRONX","GRAND CONCOURSE",,"In Progress",,,,"04 BRONX","2028230001","BRONX","1008645","246588","ONLINE","Unspecified","BRONX",,,,,,,,"40.8434685593961","-73.91183084685467","
,  
(40.8434685593961, -73.91183084685467)"
"63764981","2025-01-14T21:52:45.000","2025-01-15T00:21:12.000","NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","11234","EAST   54 STREET","EAST   54 STREET","AVENUE S","EAST   54 STREET","AVENUE S","EAST   54 STREET","INTERSECTION",,,,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2025-01-15T00:21:17.000","18 BROOKLYN",,"BROOKLYN","1005802","162727","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.61329821832779","-73.92237468775359","
,  
(40.61329821832779, -73.92237468775359)"
"63769543","2025-01-14T21:52:36.000",,"DOHMH","Department of Health and Mental Hygiene","Food Establishment","Kitchen/Food Prep Area","Restaurant/Bar/Deli/Bakery","10013","139 CENTRE STREET","CENTRE STREET","WHITE STREET","WALKER STREET","WHITE STREET","WALKER STREET","ADDRESS","NEW YORK","CENTRE STREET",,"In Progress",,,,"01 MANHATTAN","1001977502","MANHATTAN","984083","200578","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.717217007536156","-74.00060243306505","
,  
(40.717217007536156, -74.00060243306505)"
"63769765","2025-01-14T21:52:16.000","2025-01-15T00:03:36.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10030","162 WEST  144 STREET","WEST  144 STREET","LENOX AVENUE","ADAM CLAYTON POWELL JR BOULEVARD","LENOX AVENUE","ADAM CLAYTON POWELL JR BOULEVARD","ADDRESS","NEW YORK","WEST  144 STREET",,"Closed",,"The Police Department responded to the complaint but officers were unable to gain entry into the premises.","2025-01-15T00:03:41.000","10 MANHATTAN","1020120058","MANHATTAN","1001116","238303","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.820746211868745","-73.93906320797221","
,  
(40.820746211868745, -73.93906320797221)"
"63761766","2025-01-14T21:52:08.000","2025-01-14T22:58:01.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11234","5418 AVENUE I","AVENUE I","EAST   54 STREET","EAST   55 STREET","EAST   54 STREET","EAST   55 STREET","ADDRESS","BROOKLYN","AVENUE I",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-14T22:58:04.000","18 BROOKLYN","3077800047","BROOKLYN","1005351","169087","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.63075616955521","-73.92397920454259","
,  
(40.63075616955521, -73.92397920454259)"
"63763521","2025-01-14T21:52:05.000","2025-01-14T23:02:52.000","NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","11364","67 AVENUE","67 AVENUE","67 AVENUE","211 STREET","67 AVENUE","211 STREET","INTERSECTION",,,,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2025-01-14T23:02:56.000","11 QUEENS",,"QUEENS","1049582","209945","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74268581226711","-73.76423203546183","
,  
(40.74268581226711, -73.76423203546183)"
"63770531","2025-01-14T21:52:05.000","2025-01-14T22:11:15.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11364","219-51 75 AVENUE","75 AVENUE","74 AVENUE","220 STREET","74 AVENUE","220 STREET","ADDRESS","OAKLAND GARDENS","75 AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2025-01-14T22:11:18.000","11 QUEENS","4077550003","QUEENS","1052449","208596","ONLINE","Unspecified","QUEENS",,,,,,,,"40.73896151277872","-73.75389943085551","
,  
(40.73896151277872, -73.75389943085551)"
"63769440","2025-01-14T21:52:05.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10474","866 HUNTS POINT AVENUE","HUNTS POINT AVENUE","GILBERT PLACE","SENECA AVENUE","GILBERT PLACE","SENECA AVENUE","ADDRESS","BRONX","HUNTS POINT AVENUE",,"In Progress",,,,"02 BRONX","2027620044","BRONX","1015016","237351","ONLINE","Unspecified","BRONX",,,,,,,,"40.81809576567971","-73.88884696858112","
,  
(40.81809576567971, -73.88884696858112)"
"63769712","2025-01-14T21:51:35.000","2025-01-14T22:34:36.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Club/Bar/Restaurant","11238","677 WASHINGTON AVENUE","WASHINGTON AVENUE","ST MARKS AVENUE","PROSPECT PLACE","ST MARKS AVENUE","PROSPECT PLACE","ADDRESS","BROOKLYN","WASHINGTON AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-01-14T22:34:38.000","08 BROOKLYN","3011540001","BROOKLYN","994346","185924","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.676989432024314","-73.96360182236936","
,  
(40.676989432024314, -73.96360182236936)"
"63767041","2025-01-14T21:51:27.000","2025-01-14T21:52:16.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","10013","21 VARICK STREET","VARICK STREET","NORTH MOORE STREET","BEACH STREET","NORTH MOORE STREET","BEACH STREET","ADDRESS","NEW YORK","VARICK STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-14T21:52:18.000","01 MANHATTAN","1001900033","MANHATTAN","982381","201673","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.72022232343317","-74.00674250402294","
,  
(40.72022232343317, -74.00674250402294)"
"63766956","2025-01-14T21:51:26.000",,"NYPD","New York City Police Department","Encampment","N/A","Street/Sidewalk","10003","25 UNION SQUARE WEST","UNION SQUARE WEST","EAST   15 STREET","EAST   16 STREET","EAST   15 STREET","EAST   16 STREET","ADDRESS","NEW YORK","UNION SQUARE WEST",,"In Progress",,,"2025-01-15T01:05:26.000","05 MANHATTAN","1008430022","MANHATTAN","986762","207527","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.73628996597361","-73.99093565842742","
,  
(40.73628996597361, -73.99093565842742)"
"63762106","2025-01-14T21:50:56.000","2025-01-14T22:35:45.000","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate","Street/Sidewalk","11213","1532 BERGEN STREET","BERGEN STREET","SCHENECTADY AVENUE","UTICA AVENUE","SCHENECTADY AVENUE","UTICA AVENUE","ADDRESS","BROOKLYN","BERGEN STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-01-14T22:35:48.000","08 BROOKLYN","3013540018","BROOKLYN","1002997","185253","MOBILE","Unspecified","BROOKLYN","Car",,,,,,,"40.67513359522658","-73.93241504591879","
,  
(40.67513359522658, -73.93241504591879)"
"63766212","2025-01-14T21:50:53.000","2025-01-14T22:44:49.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","10463","3821 SEDGWICK AVENUE","SEDGWICK AVENUE","WEST  238 STREET","STEVENSON PLACE","WEST  238 STREET","STEVENSON PLACE","ADDRESS","BRONX","SEDGWICK AVENUE",,"Closed",,"The Police Department issued a summons in response to the complaint.","2025-01-14T22:44:52.000","08 BRONX","2032630316","BRONX","1013053","260730","MOBILE","Unspecified","BRONX",,,,,,,,"40.88227077130082","-73.89583855511626","
,  
(40.88227077130082, -73.89583855511626)"
"63770144","2025-01-14T21:50:53.000",,"NYPD","New York City Police Department","Animal-Abuse","Neglected","Residential Building/House","11226","309 MARLBOROUGH ROAD","MARLBOROUGH ROAD","BEVERLEY ROAD","CORTELYOU ROAD","BEVERLEY ROAD","CORTELYOU ROAD","ADDRESS","BROOKLYN","MARLBOROUGH ROAD",,"In Progress",,,,"14 BROOKLYN","3051460038","BROOKLYN","994052","173398","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.64260865384686","-73.96467996180736","
,  
(40.64260865384686, -73.96467996180736)"
"63767286","2025-01-14T21:50:26.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","11354","35-07 147 STREET","147 STREET",,,,,"ADDRESS","FLUSHING",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-01-14T00:00:00.000","07 QUEENS","4050050015","QUEENS","1034212","218433","ONLINE","Unspecified","QUEENS",,,,,,,,"40.76608335553923","-73.81963553297166","
,  
(40.76608335553923, -73.81963553297166)"
"63769741","2025-01-14T21:50:24.000","2025-01-14T22:11:33.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10024","175 WEST   87 STREET","WEST   87 STREET","COLUMBUS AVENUE","AMSTERDAM AVENUE","COLUMBUS AVENUE","AMSTERDAM AVENUE","ADDRESS","NEW YORK","WEST   87 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-14T22:11:37.000","07 MANHATTAN","1012180001","MANHATTAN","991559","226361","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.78798178518925","-73.97360560880402","
,  
(40.78798178518925, -73.97360560880402)"
"63769975","2025-01-14T21:50:24.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10040","75 ELLWOOD STREET","ELLWOOD STREET",,,,,"ADDRESS","NEW YORK",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","12 MANHATTAN","1021740111","MANHATTAN","1003898","253010","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.86110687463308","-73.92896876952953","
,  
(40.86110687463308, -73.92896876952953)"
"63761858","2025-01-14T21:50:23.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","APARTMENT ONLY","RESIDENTIAL BUILDING","10034","270 NAGLE AVENUE","NAGLE AVENUE",,,,,"ADDRESS","NEW YORK",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","12 MANHATTAN","1022190037","MANHATTAN","1006393","253853","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.86341474873381","-73.91994609293187","
,  
(40.86341474873381, -73.91994609293187)"
"63766923","2025-01-14T21:50:13.000",,"TLC","Taxi and Limousine Commission","For Hire Vehicle Complaint","Driver Complaint - Passenger","Street","10036","1155 AVENUE OF THE AMERICAS","AVENUE OF THE AMERICAS","WEST   44 STREET","WEST   45 STREET","WEST   44 STREET","WEST   45 STREET","ADDRESS","NEW YORK","AVENUE OF THE AMERICAS",,"In Progress",,,,"05 MANHATTAN","1009970029","MANHATTAN","989008","214938","ONLINE","Unspecified","MANHATTAN",,,"1155 AVENUE OF THE AMERICAS, MANHATTAN (NEW YORK), NY, 10036",,,,,"40.75663037773601","-73.98282591276873","
,  
(40.75663037773601, -73.98282591276873)"
"63764127","2025-01-14T21:50:00.000",,"DEP","Department of Environmental Protection","Noise","Noise: Construction Before/After Hours (NM1)",,"10470",,,,,"EAST 238 STREET","KATONAH AVENUE","INTERSECTION","BRONX",,"N/A","Open",,,,"12 BRONX",,"BRONX","1020859","267066","PHONE","Unspecified","BRONX",,,,,,,,"40.89963213985183","-73.86757480352198","
,  
(40.89963213985183, -73.86757480352198)"
"63768413","2025-01-14T21:49:36.000","2025-01-14T21:52:02.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","10013","21 VARICK STREET","VARICK STREET","NORTH MOORE STREET","BEACH STREET","NORTH MOORE STREET","BEACH STREET","ADDRESS","NEW YORK","VARICK STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-14T21:52:06.000","01 MANHATTAN","1001900033","MANHATTAN","982381","201673","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.72022232343317","-74.00674250402294","
,  
(40.72022232343317, -74.00674250402294)"
"63766094","2025-01-14T21:49:28.000","2025-01-15T00:43:42.000","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate","Street/Sidewalk","11364","58-58 206 STREET","206 STREET","58 AVENUE","HORACE HARDING EXPRESSWAY","58 AVENUE","HORACE HARDING EXPRESSWAY","ADDRESS","OAKLAND GARDENS","206 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-01-15T00:43:48.000","11 QUEENS","4074560034","QUEENS","1047728","211170","ONLINE","Unspecified","QUEENS","Car",,,,,,,"40.746061621436034","-73.77091109717199","
,  
(40.746061621436034, -73.77091109717199)"
"63763930","2025-01-14T21:49:28.000",,"DSNY","Department of Sanitation","Missed Collection","Bulky Recycling","Street","10306","25 8 STREET","8 STREET","NEW DORP LANE","ROSE AVENUE","NEW DORP LANE","ROSE AVENUE","ADDRESS","STATEN ISLAND","8 STREET",,"In Progress",,,,"02 STATEN ISLAND","5042090008","STATEN ISLAND","952019","148081","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.5730655153213","-74.11601869227565","
,  
(40.5730655153213, -74.11601869227565)"
